name,lat,lon,region,hub,catchment,crop,qty
Maybin Chanda - Musundu,-10.0113896,29.896769,Northern,Kawambwa,Kawambwa,Navy Bean,7097
Maybin Chanda - Musundu,-10.0113896,29.896769,Northern,Kawambwa,Kawambwa,Sugar bean,2609
Mbale,-14.3852952,24.9046392,Western,Kalumwange,Kalumwange South,Groundnut,4602
Mbale,-14.3852952,24.9046392,Western,Kalumwange,Kalumwange South,Soy Bean,325
Mbinga,-14.0695543,32.271241,Chadiza,Chadiza West,Chadiza West A,Soy Bean,10592
Mbingwa SNV,-14.211882,31.992619,Katete,Chanjoka-Kameta,Katete C,Soy Bean,825
Mbole,-12.11059,25.49094,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,1797
Mbole West,-14.2428103,24.9658548,Western,Kalumwange,Kalumwange North,Groundnut,379
Mbole West,-14.2428103,24.9658548,Western,Kalumwange,Kalumwange North,Soy Bean,17724
Mduwi,-13.35421,32.541476,Chipangali,Mnukwa,Mnukwa,Groundnut,92
Mduwi,-13.35421,32.541476,Chipangali,Mnukwa,Mnukwa,Soy Bean,24200
Menga Centre,-10.10581,30.19663,Northern,Luwingu,Luwingu A,Navy Bean,6500
Menga Centre,-10.10581,30.19663,Northern,Luwingu,Luwingu A,Sugar bean,9704
Menga Laishi,-10.105869,30.196125,Northern,Luwingu,Luwingu A,Navy Bean,12369
Menga Laishi,-10.105869,30.196125,Northern,Luwingu,Luwingu A,Sugar bean,5879
Menje Shed,-9.451424,31.4145831,Northern,Senga Hill,Senga,Navy Bean,3705
Menje Shed,-9.451424,31.4145831,Northern,Senga Hill,Senga,Sugar bean,5966
Metallic Shed,-13.6393933,32.3756767,Kasenengwa,Kasenengwa,Katondo,Cowpea,1055
Metallic Shed,-13.6393933,32.3756767,Kasenengwa,Kasenengwa,Katondo,Soy Bean,42299
Metallic Shed,-13.6393933,32.3756767,Kasenengwa,Kasenengwa,Katondo,Sunnhemp,136
Mimbulu,-10.4087161,29.3028569,Northern,Chipili,Chipili,Navy Bean,6145
Mimbulu,-10.4087161,29.3028569,Northern,Chipili,Chipili,Sugar bean,4571
Misambula BBP,-10.4551317,30.22272,Northern,Luwingu,Luwingu A,Sugar bean,47652
Mitawa,-13.787746,32.220014,Kasenengwa,Kasenengwa,Kwenje B,Soy Bean,15309
Mitawa,-13.787746,32.220014,Kasenengwa,Kasenengwa,Kwenje B,Sunflower,90
Mkondo,-13.7165085,32.320495,Kasenengwa,Kasenengwa,Pwata,Soy Bean,9768
mlolo,-14.1850859,32.3103711,Chadiza,Chadiza West,Chadiza West B,Soy Bean,5653
mlolo,-14.1850859,32.3103711,Chadiza,Chadiza West,Chadiza West B,Sunflower,60
Mpalapata Shed,-10.205943,30.351931,Northern,Lunte,Lunte A,Navy Bean,3422
Mpalapata Shed,-10.205943,30.351931,Northern,Lunte,Lunte A,Sugar bean,18138
Mphande,-13.8612683,32.1966733,Katete,Katete-Thiwi,Thiwi,Soy Bean,35924
Mpula Shed,-13.8795633,28.8961717,Kapiri,Mpula 1,Mpula 1,Groundnut,738
Mpula Shed,-13.8795633,28.8961717,Kapiri,Mpula 1,Mpula 1,Soy Bean,36933
Mshulu SNV,-14.1483,31.8578,Katete,Chanjoka-Kameta,Katete B,Soy Bean,1815
Mtaya,-14.01395,32.656823,Chadiza,Chadiza East,Chadiza East A,Soy Bean,14965
Mtaya,-14.01395,32.656823,Chadiza,Chadiza East,Chadiza East A,Sunnhemp,23
Mtelemuka SNV,-14.197402,32.042274,Katete,Chanjoka-Kameta,Katete C,Soy Bean,231
Mtsale SNV,-14.1483,31.8578,Katete,Chanjoka-Kameta,Katete B,Soy Bean,957
Mucheleka BBP,-10.3816833,30.19708,Northern,Luwingu,Luwingu A,Navy Bean,487
Mucheleka BBP,-10.3816833,30.19708,Northern,Luwingu,Luwingu A,Sugar bean,32811
Mukumbi Central,-12.082454,25.779192,North-Western,Mukumbi,Mukumbi,Sugar bean,3225
Mulalila,-14.483875,24.9497733,Western,Mulambwa,Mulambwa South,Groundnut,1223
Mulalila,-14.483875,24.9497733,Western,Mulambwa,Mulambwa South,Soy Bean,34644
Mulenga Mapesa,-10.155105,30.542481,Northern,Lunte,Lunte A,Navy Bean,8053
Mulenga Mapesa,-10.155105,30.542481,Northern,Lunte,Lunte A,Sugar bean,11400
Mulima Village,-13.6461805,32.2340132,Kasenengwa,Kasenengwa,Mulima,Groundnut,178
Mulima Village,-13.6461805,32.2340132,Kasenengwa,Kasenengwa,Mulima,Soy Bean,65565
Mulima Village,-13.6461805,32.2340132,Kasenengwa,Kasenengwa,Mulima,Sunflower,51
Mulima Village,-13.6461805,32.2340132,Kasenengwa,Kasenengwa,Mulima,Sunnhemp,16
Mulokoso,-10.09701,30.07872,Northern,Lunte,Lunte C,Navy Bean,9017
Mulokoso,-10.09701,30.07872,Northern,Lunte,Lunte C,Sugar bean,1144
Mulukuma,-10.1104033,30.3080117,Northern,Lunte,Lunte A,Navy Bean,3800
Mulukuma,-10.1104033,30.3080117,Northern,Lunte,Lunte A,Sugar bean,19250
Mung'anga,-10.5371019,29.156999,Northern,Chipili,Chipili,Navy Bean,9509
Mung'anga,-10.5371019,29.156999,Northern,Chipili,Chipili,Sugar bean,128
Munyukwa,-12.035999,32.963826,Chipangali,Chasefu,Chasefu,Groundnut,3947
Munyukwa,-12.035999,32.963826,Chipangali,Chasefu,Chasefu,Soy Bean,7125
Musele,-12.14664,25.38972,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,3726
Musele Chipili,-10.3909409,29.331578,Northern,Chipili,Chipili,Navy Bean,4338
Musele Chipili,-10.3909409,29.331578,Northern,Chipili,Chipili,Sugar bean,5378
mushika 2(frank),-10.1016625,30.2015573,Northern,Lunte,Lunte B,Navy Bean,17847
mushika 2(frank),-10.1016625,30.2015573,Northern,Lunte,Lunte B,Sugar bean,16334
Mushwala,-14.7597643,24.2299206,Western,Kalumwange,Kalumwange South,Groundnut,7303
Mushwala,-14.7597643,24.2299206,Western,Kalumwange,Kalumwange South,Soy Bean,400
Musungu Shed,-10.1942025,29.7080615,Northern,Kawambwa,Kawambwa,Navy Bean,2445
Musungu Shed,-10.1942025,29.7080615,Northern,Kawambwa,Kawambwa,Sugar bean,4708
Mutale Munkonge,-10.381139,30.376584,Northern,Lunte,Lunte A,Navy Bean,7100
Mutale Munkonge,-10.381139,30.376584,Northern,Lunte,Lunte A,Sugar bean,1450
Muyembe Lewis Shed,-10.1057946,30.1998791,Northern,Lunte,Lunte C,Navy Bean,11824
Muyembe Lewis Shed,-10.1057946,30.1998791,Northern,Lunte,Lunte C,Sugar bean,1741
Muyembe-Menala,-10.097205,30.07868,Northern,Lunte,Lunte C,Navy Bean,12532
Muyembe-Menala,-10.097205,30.07868,Northern,Lunte,Lunte C,Sugar bean,14412
Muzizi,-9.3639537,31.2316945,Northern,Senga Hill,Senga,Navy Bean,5194
Muzizi,-9.3639537,31.2316945,Northern,Senga Hill,Senga,Sugar bean,5133
Mwana Mulangileni,-13.70446,32.134349,Kasenengwa,Kasenengwa,Ng'ongwe,Soy Bean,2886
Mwangala,-14.226855,32.502494,Chadiza,Chadiza East,Chadiza East B,Soy Bean,9100
Mwangala,-14.226855,32.502494,Chadiza,Chadiza East,Chadiza East B,Sunnhemp,259
Mwangazi,-14.0610087,32.4703794,Chadiza,Chadiza East,Chadiza East A,Soy Bean,12226
Mwangazi,-14.0610087,32.4703794,Chadiza,Chadiza East,Chadiza East A,Sunflower,0
Mwelwa,-13.6869483,32.3636767,Kasenengwa,Kasenengwa,Katondo,Cowpea,2006
Mwelwa,-13.6869483,32.3636767,Kasenengwa,Kasenengwa,Katondo,Groundnut,794
Mwelwa,-13.6869483,32.3636767,Kasenengwa,Kasenengwa,Katondo,Soy Bean,67049
Mwelwa,-13.6869483,32.3636767,Kasenengwa,Kasenengwa,Katondo,Sunnhemp,129
Mwibwe BBP,-10.18695,30.0703567,Northern,Luwingu,Luwingu A,Navy Bean,5010
Mwibwe BBP,-10.18695,30.0703567,Northern,Luwingu,Luwingu A,Sugar bean,12146
Mzime,-14.18586,32.00382,Katete,Chanjoka-Kameta,Katete A,Soy Bean,16162
Mzoole,-13.27876,32.691313,Chipangali,Chinunda,Chitandika,Groundnut,1177
Mzoole,-13.27876,32.691313,Chipangali,Chinunda,Chitandika,Soy Bean,8151
Namaloba,-14.771182,24.794475,Western,Mulambwa,Mulambwa North,Groundnut,5967
Namaloba,-14.771182,24.794475,Western,Mulambwa,Mulambwa North,Soy Bean,61
Naviruli Shed,-14.03495,32.1803,Chadiza,Chadiza West,Chadiza West B,Soy Bean,9147
Naviruli Shed,-14.03495,32.1803,Chadiza,Chadiza West,Chadiza West B,Sunflower,174
Naviruli Shed,-14.03495,32.1803,Chadiza,Chadiza West,Chadiza West B,Sunnhemp,22
Ndaiwala SNV BBP,-12.796973,32.936612,Chipangali,Chasefu,KAMBALE,Groundnut,329
Ngwanda,-13.395411,32.690078,Chipangali,Chinunda,Mafuta,Groundnut,2239
Ngwanda,-13.395411,32.690078,Chipangali,Chinunda,Mafuta,Soy Bean,8054
Njeke,-10.214884,29.798963,Northern,Kawambwa,Kawambwa,Navy Bean,10027
Njeke,-10.214884,29.798963,Northern,Kawambwa,Kawambwa,Sugar bean,1777
Njolo,-13.3198058,32.7001978,Chipangali,Chinunda,Mafuta,Groundnut,901
Njolo,-13.3198058,32.7001978,Chipangali,Chinunda,Mafuta,Soy Bean,8203
Nkalanga,-10.2114971,30.2338917,Northern,Lunte,Lunte B,Navy Bean,10300
Nkalanga,-10.2114971,30.2338917,Northern,Lunte,Lunte B,Sugar bean,12399
Nkantya,-9.4289745,31.230979,Northern,Senga Hill,Senga,Navy Bean,3057
Nkantya,-9.4289745,31.230979,Northern,Senga Hill,Senga,Sugar bean,1712
Nkatya,-9.4593817,31.3667717,Northern,Senga Hill,Senga,Sugar bean,30
Nkenyauli,-12.1943646,25.2165195,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,9306
Nkheyema,-14.837614,25.153949,Western,Mulambwa,Mulambwa South,Groundnut,99
Nkheyema,-14.837614,25.153949,Western,Mulambwa,Mulambwa South,Soy Bean,3245
Nkhuni Village,-13.6395817,32.248875,Kasenengwa,Kasenengwa,Mulima,Groundnut,1455
Nkhuni Village,-13.6395817,32.248875,Kasenengwa,Kasenengwa,Mulima,Soy Bean,52100
Nkhuni Village,-13.6395817,32.248875,Kasenengwa,Kasenengwa,Mulima,Sunflower,163
Nkowelani,-14.28721,32.0685,Katete,Chanjoka-Kameta,Katete C,Soy Bean,8640
Nobbies,-10.0951833,30.1352317,Northern,Lunte,Lunte B,Navy Bean,432
Nobbies,-10.0951833,30.1352317,Northern,Lunte,Lunte B,Sugar bean,3723
Northern Settlement,-12.171205,25.440222,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,566
Ntondo,-13.32706,32.651587,Chipangali,Chinunda,Chitandika,Groundnut,325
Ntondo,-13.32706,32.651587,Chipangali,Chinunda,Chitandika,Soy Bean,2823
Nyavi,-12.125969,33.061586,Chipangali,Nkhanga,Nkhanga,Groundnut,4461
Osward Kombe - Musundu,-9.9742,29.89771,Northern,Kawambwa,Kawambwa,Navy Bean,17900
Osward Kombe - Musundu,-9.9742,29.89771,Northern,Kawambwa,Kawambwa,Sugar bean,3384
Patricia Chisanga - Muyembe,-10.096561,30.07501,Northern,Lunte,Lunte C,Navy Bean,14405
Patricia Chisanga - Muyembe,-10.096561,30.07501,Northern,Lunte,Lunte C,Sugar bean,6890
Pecha,-10.211739,30.360469,Northern,Lunte,Lunte A,Navy Bean,10300
Pecha,-10.211739,30.360469,Northern,Lunte,Lunte A,Sugar bean,7950
Pwata POD,-13.6286675,32.3150376,Kasenengwa,Kasenengwa,Pwata,Cowpea,469
Pwata POD,-13.6286675,32.3150376,Kasenengwa,Kasenengwa,Pwata,Soy Bean,30127
Pwata POD,-13.6286675,32.3150376,Kasenengwa,Kasenengwa,Pwata,Sunflower,90
Pwata POD,-13.6286675,32.3150376,Kasenengwa,Kasenengwa,Pwata,Sunnhemp,42
Rightwell Ndashi - Mwenda,-10.486721,29.1769869,Northern,Chipili,Chipili,Navy Bean,9017
Rightwell Ndashi - Mwenda,-10.486721,29.1769869,Northern,Chipili,Chipili,Sugar bean,1522
Rosemary Chikonda - Mwenda,-12.825723,30.869452,Northern,Lavushimanda,Lavushimanda,Sugar bean,4563
Ruth Mphande - Chasamwa,-12.183159,33.093865,Chipangali,Nkhanga,Nkhanga,Groundnut,652
Ruth Mphande - Chasamwa,-12.183159,33.093865,Chipangali,Nkhanga,Nkhanga,Soy Bean,31
Sanja,-10.3625631,29.9691514,Northern,Luwingu,Luwingu B,Navy Bean,521
Sanja,-10.3625631,29.9691514,Northern,Luwingu,Luwingu B,Sugar bean,3486
Shapi,-10.0959217,30.136193,Northern,Lunte,Lunte B,Navy Bean,18957
Shapi,-10.0959217,30.136193,Northern,Lunte,Lunte B,Sugar bean,39199
Shenegene,-12.27794,25.35061,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,1409
Shidongwe,-14.2413967,24.9659233,Western,Kalumwange,Kalumwange North,Groundnut,541
Shidongwe,-14.2413967,24.9659233,Western,Kalumwange,Kalumwange North,Soy Bean,32645
Siabvuma BP,-13.6822867,32.329535,Kasenengwa,Kasenengwa,Katondo,Cowpea,103
Siabvuma BP,-13.6822867,32.329535,Kasenengwa,Kasenengwa,Katondo,Soy Bean,49289
Siabvuma BP,-13.6822867,32.329535,Kasenengwa,Kasenengwa,Katondo,Sunnhemp,50
Simecha,-13.612314,32.384602,Kasenengwa,Kasenengwa,Katondo,Cowpea,458
Simecha,-13.612314,32.384602,Kasenengwa,Kasenengwa,Katondo,Soy Bean,17287
Simecha,-13.612314,32.384602,Kasenengwa,Kasenengwa,Katondo,Sunnhemp,193
Simoni SNV,-14.215101,32.025867,Katete,Chanjoka-Kameta,Katete C,Soy Bean,264
Skelenge,-14.28805,25.05541,Western,Mulambwa,Mulambwa North,Groundnut,19410
Skelenge,-14.28805,25.05541,Western,Mulambwa,Mulambwa North,Soy Bean,357
Soweto,-11.954102,32.964876,Chipangali,Chasefu,Chasefu,Groundnut,924
Soweto,-11.954102,32.964876,Chipangali,Chasefu,Chasefu,Soy Bean,9250
Sunday,-10.2497664,29.9073708,Northern,Kawambwa,Kawambwa,Navy Bean,865
Sunday,-10.2497664,29.9073708,Northern,Kawambwa,Kawambwa,Sugar bean,1821
Tambala,-13.441816,32.553714,Chipangali,Mnukwa,Mnukwa,Soy Bean,27176
Temelani,-14.313525,31.93141,Katete,Chanjoka-Kameta,Katete B,Soy Bean,14018
Thaulo SNV,-14.227147,31.966997,Katete,Chanjoka-Kameta,Katete B,Soy Bean,528
Tomu Ilunga,-12.31075,25.10866,North-Western,Musele & Kisasa,Musele & Kisasa,Sugar bean,1094
Trial Buyback Point,,,Test Region,// Kabwe,// Kabwe Central,Soy Bean,500
Twashuka,-10.201042,30.411644,Northern,Lunte,Lunte A,Navy Bean,14750
Twashuka,-10.201042,30.411644,Northern,Lunte,Lunte A,Sugar bean,10050
Twikatane,-10.0420251,30.143176,Northern,Lunte,Lunte B,Navy Bean,9118
Twikatane,-10.0420251,30.143176,Northern,Lunte,Lunte B,Sugar bean,8060
Vincent Bulaya Market,-9.595314,30.537789,Northern,Lunte,Lunte D,Navy Bean,5160
Vincent Bulaya Market,-9.595314,30.537789,Northern,Lunte,Lunte D,Sugar bean,2972
Yambani,-13.423423,32.305988,Chipangali,Mphomwa,Kamwanjiri,Soy Bean,8450
Yohane Market Shed,-9.662748,30.523843,Northern,Lunte,Lunte D,Navy Bean,9096
Yohane Market Shed,-9.662748,30.523843,Northern,Lunte,Lunte D,Sugar bean,2094
Zemba SNV,-14.187913,31.978905,Katete,Chanjoka-Kameta,Katete C,Soy Bean,363
Zoto,-13.8387675,32.1568935,Katete,Katete-Thiwi,Thiwi,Soy Bean,21042
Zungula,-13.7062404,32.3952237,Kasenengwa,Kasenengwa,Kasenengwa,Groundnut,253
Zungula,-13.7062404,32.3952237,Kasenengwa,Kasenengwa,Kasenengwa,Soy Bean,22380
